PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,Unnamed: 0,StartUpCost_pu,NoLoadCost_pu,Nunits,CHPPowerLossFactor,CHPMaxHeat,InitialPower,Type,JRC_id,RampUpMax,RampDownMax,RampStartUpMaximum,RampShutDownMaximum,CostFixed
116.0,[PLATANOVRISI 1;PLATANOVRISI 2],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,14740.83333,,,,,,,,,,0,,,,,,,
375.0,[POLYPHYTON 1;POLYPHYTON 2;POLYPHYTON 3],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,371964.4444,,,,,,,,,,0,,,,,,,
34.0,[POURNARI-II NO 1;POURNARI-II NO 2],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,163.3333333,,,,,,,,,,0,,,,,,,
300.0,[POURNARI-I NO 1;POURNARI-I NO 2;POURNARI-I NO 3;POURNARI-I NO A1],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,71760.5,,,,,,,,,,0,,,,,,,
315.0,[SFIKIA 1;SFIKIA 2;SFIKIA 3],EL,HPHS,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,4018.0,,315.0,0.8,,,,,,,0,,,,,,,
6.0,[STRATOS-II NO 1;STRATOS-II NO 2],EL,HDAM,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,0.0,,,,,,,,,,0,,,,,,,
150.0,[STRATOS-I NO 1;STRATOS-I NO 2],EL,HROR,WAT,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,778.5555556,,,,,,,,,,0,,,,,,,
1613.0,Cluster Wind Onshore,EL,WTON,WIN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,,,,,,,,,,,0,,,,,,,
2429.0,Cluster Solar,EL,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,,,,,,,,,,,,,0,,,,,,,
298.0,Cluster Other renewable,EL,STUR,BIO,0.39,1.0,1.0,0.04,0.05,10728.0,0.0,0.0,0.2,0.195,1.0,0.0,,,,,,,,,,,,,0,,,,,,,
393.6382465749885,EL_COMC_GAS,EL,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,EL_COMC_GAS,55.0,0.0,10.0,,,,,,,,,,
63.448220136321126,EL_GTUR_GAS,EL,GTUR,GAS,0.425,0.0,0.0,0.166666666666667,0.166666666666667,,,0.0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,EL_GTUR_GAS,0.0,0.0,14.0,,,,,,,,,,
9.15232414123038,EL_ICEN_GAS,EL,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918367347,,,,,,,EL_ICEN_GAS,0.0,0.0,10.0,,,,,,,,,,
119.95238199488148,EL_STUR_GAS,EL,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,,0.0,0.4,0.38,0.0,0.0,,,,,,,EL_STUR_GAS,0.0,0.0,4.0,,,,,,,,,,
652.0,EL_STUR_LIG,EL,STUR,LIG,0.393,8.0,8.0,0.0152097902097901,0.0174825174825174,,,0.0,0.389,0.4075,5.0,1.0499999999999998,,,,,,,EL_STUR_LIG,65.0,12.56164383561645,6.0,,,,,,,,,,
2650.0,EL_PHOT_SUN,EL,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,EL_PHOT_SUN,0.0,0.0,1.0,,,,,,,,,,
3102.0,EL_HPHS_WAT,EL,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,,0.0,0.0,1.0,0.0,0.0,,,1700000.0,0.0,698.9999999999999,0.8,EL_HPHS_WAT,0.0,0.0,1.0,,,,,,,,,,
2092.0,EL_WTON_WIN,EL,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,EL_WTON_WIN,0.0,0.0,1.0,,,,,,,,,,
65.0,LT_STUR_BIO,LT,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,,,,,,,LT_STUR_BIO,120,12.5,1.0,,,,,,,,,,
225.7432639,LT_COMC_GAS,LT,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,LT_COMC_GAS,55,0.0,2.0,,,,,,,,,,
113.5753797,LT_STUR_GAS,LT,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,,0.0,0.4,0.38,0.0,0.0,,,,,,,LT_STUR_GAS,0,0.0,11.0,,,,,,,,,,
160.0,LT_STUR_OIL,LT,STUR,OIL,0.33,4.0,4.0,0.02,0.02,,,0.0,0.4,0.33,0.0,0.799636364,,,,,,,LT_STUR_OIL,65,0.0,1.0,,,,,,,,,,
80.0,LT_PHOT_SUN,LT,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,LT_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
128.0,LT_HROR_WAT,LT,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,LT_HROR_WAT,0,0.0,1.0,,,,,,,,,,
900.0,LT_HPHS_WAT,LT,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,12096.7,0.0,900.0,0.8,LT_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
509.0,LT_WTON_WIN,LT,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,LT_WTON_WIN,0,0.0,1.0,,,,,,,,,,
414.5300175571919,NO_COMC_GAS,NO,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,NO_COMC_GAS,55,0.0,1.0,,,,,,,,,,
60.00110509233436,NO_GTUR_GAS,NO,GTUR,GAS,0.425,0.0,0.0,0.166666666666667,0.166666666666667,,,0.0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,NO_GTUR_GAS,0,0.0,7.0,,,,,,,,,,
26909.5,NO_HDAM_WAT,NO,HDAM,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,,0.0,0.0,1.0,0.0,0.0,,,76191000.0,0.0,0.0,0.8,NO_HDAM_WAT,0,0.0,1.0,,,,,,,,,,
1351.8,NO_HROR_WAT,NO,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,NO_HROR_WAT,0,0.0,1.0,,,,,,,,,,
868.0,NO_WTON_WIN,NO,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,NO_WTON_WIN,0,0.0,1.0,,,,,,,,,,
101.67,LV_STUR_BIO,LV,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,,,,,LV_STUR_BIO,120,12.5,1.0,0.0,101.67,,,,,,,,
353.0543585,LV_COMC_GAS,LV,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,LV_COMC_GAS,55,0.0,3.0,,,,,,,,,,
31.40541677,LV_STUR_GAS,LV,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,,0.0,0.4,0.38,0.0,0.0,,,,,,,LV_STUR_GAS,0,0.0,1.0,,,,,,,,,,
1537.2,LV_HROR_WAT,LV,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,LV_HROR_WAT,0,0.0,1.0,,,,,,,,,,
54.75,LV_WTON_WIN,LV,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,LV_WTON_WIN,0,0.0,1.0,,,,,,,,,,
118.18141297080454,SI_COMC_GAS,SI,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,SI_COMC_GAS,55.0,0.0,1.0,,,,,,,,,,
60.65395268871979,SI_GTUR_GAS,SI,GTUR,GAS,0.425,0.0,0.0,0.166666666666667,0.166666666666667,,,0.0,0.2,0.425,0.166666666666667,0.564705882352941,,,,,,,SI_GTUR_GAS,0.0,0.0,6.0,,,,,,,,,,
460.5,SI_STUR_LIG,SI,STUR,LIG,0.393,8.0,8.0,0.0152097902097901,0.0174825174825174,,,0.0,0.389,0.4075,5.0,1.0499999999999998,,,,,,,SI_STUR_LIG,65.0,12.56164383561645,2.0,,,,,,,,,,
696.0,SI_STUR_NUC,SI,STUR,NUC,1.0,24.0,24.0,0.0033333333333333,0.0033333333333333,,,0.0,0.5,1.0,12.0,0.0,,,,,,,SI_STUR_NUC,300.0,0.0,1.0,,,,,,,,,,
263.0,SI_PHOT_SUN,SI,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,SI_PHOT_SUN,0.0,0.0,1.0,,,,,,,,,,
1116.0,SI_HROR_WAT,SI,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,SI_HROR_WAT,0.0,0.0,1.0,,,,,,,,,,
180.0,SI_HPHS_WAT,SI,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,,0.0,0.0,1.0,0.0,0.0,,,2600.0,0.0,180.0,0.8,SI_HPHS_WAT,0.0,0.0,1.0,,,,,,,,,,
112.0,SK_STUR_BIO,SK,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,,,,,SK_STUR_BIO,120,12.5,2.0,0.0,112.0,,,,,,,,
384.8166723,SK_COMC_GAS,SK,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,,0.0,0.36,0.57,1.0,0.42,,,,,,,SK_COMC_GAS,55,0.0,2.0,,,,,,,,,,
62.49580228,SK_GTUR_GAS,SK,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,SK_GTUR_GAS,0,0.0,4.0,,,,,,,,,,
105.4166667,SK_STUR_HRD,SK,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,,0.0,0.3,0.46,2.0,0.81,,,,,,,SK_STUR_HRD,65,0.0,1.0,,,,,,,,,,
458.0,SK_STUR_LIG,SK,STUR,LIG,0.393,8.0,8.0,0.01520979,0.017482517,,,0.0,0.389,0.4075,5.0,1.05,,,,,,,SK_STUR_LIG,65,12.56164384,1.0,,,,,,,,,,
970.0,SK_STUR_NUC,SK,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,,0.0,0.5,1.0,12.0,0.0,,,,,,,SK_STUR_NUC,300,0.0,2.0,,,,,,,,,,
530.0,SK_PHOT_SUN,SK,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,SK_PHOT_SUN,0,0.0,1.0,,,,,,,,,,
1303.0,SK_HROR_WAT,SK,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,SK_HROR_WAT,0,0.0,1.0,,,,,,,,,,
1234.0,SK_HPHS_WAT,SK,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,1735630.76,0.0,916.0,0.8,SK_HPHS_WAT,0,0.0,1.0,,,,,,,,,,
138.3529412,SK_STUR_OTH,SK,STUR,OTH,0.3,4.0,4.0,0.02,0.02,,,0.0,0.5,0.3,0.0,0.0,,,,,,,SK_STUR_OTH,65,0.0,3.0,,,,,,,,,,
37.5,M07GTG_1-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,1,,,,,,,Fossil Gas,0,,,,,240.0
37.5,M08GTG_2-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,2,,,,,,,Fossil Gas,0,,,,,240.0
37.5,M09GTG_3-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,3,,,,,,,Fossil Gas,0,,,,,240.0
37.5,M10GTG_4-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,4,,,,,,,Fossil Gas,0,,,,,240.0
60.0,D1STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,5,,,,,,,Fossil Gas,0,,,,,30.0
60.0,D2STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,6,,,,,,,Fossil Gas,0,,,,,30.0
60.0,D3STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,7,,,,,,,Fossil Gas,0,,,,,30.0
60.0,D4STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,8,,,,,,,Fossil Gas,0,,,,,30.0
60.0,D5STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,9,,,,,,,Fossil Gas,0,,,,,30.0
60.0,D6STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,10,,,,,,,Fossil Gas,0,,,,,30.0
17.48,DICE1-17.48MW,CY,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,11,,,,,,,Internal Combustion Engine,0,,,,,85.0
17.48,DICE2-17.48MW,CY,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,12,,,,,,,Internal Combustion Engine,0,,,,,85.0
17.48,DICE3-17.48MW,CY,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,13,,,,,,,Internal Combustion Engine,0,,,,,85.0
17.07,DICE4-17.07MW,CY,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,14,,,,,,,Internal Combustion Engine,0,,,,,85.0
17.07,DICE5-17.07MW,CY,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,15,,,,,,,Internal Combustion Engine,0,,,,,85.0
17.07,DICE6-17.07MW,CY,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,16,,,,,,,Internal Combustion Engine,0,,,,,85.0
130.0,V1STG1-130MW,CY,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,17,,,,,,,Fossil Gas,0,,,,,60.0
130.0,V2STG1-130MW,CY,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,18,,,,,,,Fossil Gas,0,,,,,60.0
130.0,V3STG1-130MW,CY,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,19,,,,,,,Fossil Gas,0,,,,,60.0
37.5,V-GTG-37.5MW,CY,GTUR,OIL,0.306,,,0.1333,0.1333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,20,,,,,,,Fossil Gas,0,,,,,240.0
216.0,Vasilikos CCCP1,CY,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,,0.0,0.272727273,0.4793,0.0,0.0,,,,,,,21,,,,,,,Fossil Gas,0,,,,,870.0
216.0,Vasilikos CCCP2,CY,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,,0.0,0.272727273,0.4793,0.0,0.0,,,,,,,22,,,,,,,Fossil Gas,0,,,,,870.0
147.0,DispaSET WindOn_CY,CY,WTON,WIN,1.0,0.0,0.0,0.1080864692,0.1080864692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,23,,,,,,,Wind Onshore,0,0.0,0.0,0.0,0.0,
61.0,DispaSET PHOT_CY,BE,PHOT,SUN,1.0,0.0,0.0,0.3047748053,0.3047748053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,24,,,,,,,Photovoltaic,0,0.0,0.0,0.0,0.0,
37.5,M07GTG_1-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,1,,,,,,,Fossil Gas,0,,,,,
37.5,M08GTG_2-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,2,,,,,,,Fossil Gas,0,,,,,
37.5,M09GTG_3-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,3,,,,,,,Fossil Gas,0,,,,,
37.5,M10GTG_4-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,4,,,,,,,Fossil Gas,0,,,,,
60.0,D1STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,5,,,,,,,Fossil Gas,0,,,,,
60.0,D2STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,6,,,,,,,Fossil Gas,0,,,,,
60.0,D3STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,7,,,,,,,Fossil Gas,0,,,,,
60.0,D4STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,8,,,,,,,Fossil Gas,0,,,,,
60.0,D5STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,9,,,,,,,Fossil Gas,0,,,,,
60.0,D6STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,10,,,,,,,Fossil Gas,0,,,,,
17.48,DICE1-17.48MW,CY,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,,,,,,11,,,,,,,Internal Combustion Engine,0,,,,,
17.48,DICE2-17.48MW,CY,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,,,,,,12,,,,,,,Internal Combustion Engine,0,,,,,
17.48,DICE3-17.48MW,CY,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,,,,,,13,,,,,,,Internal Combustion Engine,0,,,,,
17.07,DICE4-17.07MW,CY,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,85.0,0.0,0.8787,0.4063,0.0,0.0,,,,,,,14,,,,,,,Internal Combustion Engine,0,,,,,
17.07,DICE5-17.07MW,CY,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,85.0,0.0,0.8787,0.4063,0.0,0.0,,,,,,,15,,,,,,,Internal Combustion Engine,0,,,,,
17.07,DICE6-17.07MW,CY,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,85.0,0.0,0.8787,0.4063,0.0,0.0,,,,,,,16,,,,,,,Internal Combustion Engine,0,,,,,
130.0,V1STG1-130MW,CY,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,60.0,0.0,0.4435,0.3676,0.0,0.0,,,,,,,17,,,,,,,Fossil Gas,0,,,,,
130.0,V2STG1-130MW,CY,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,60.0,0.0,0.4435,0.3676,0.0,0.0,,,,,,,18,,,,,,,Fossil Gas,0,,,,,
130.0,V3STG1-130MW,CY,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,60.0,0.0,0.4435,0.3676,0.0,0.0,,,,,,,19,,,,,,,Fossil Gas,0,,,,,
37.5,V-GTG-37.5MW,CY,GTUR,OIL,0.306,,,0.1333,0.1333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,20,,,,,,,Fossil Gas,0,,,,,
216.0,Vasilikos CCCP1,CY,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,870.0,0.0,0.272727273,0.4793,0.0,0.0,,,,,,,21,,,,,,,Fossil Gas,0,,,,,
216.0,Vasilikos CCCP2,CY,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,870.0,0.0,0.272727273,0.4793,0.0,0.0,Extraction,1.0,1500.0,0.03,,,22,,,,0.18,150.0,,Fossil Gas,0,,,,,
147.0,DispaSET WindOn_CY,CY,WTON,WIN,1.0,0.0,0.0,0.1080864692,0.1080864692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,23,,,,,,,Wind Onshore,0,,,,,
61.0,DispaSET PHOT_CY,CY,PHOT,SUN,1.0,0.0,0.0,0.3047748053,0.3047748053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,24,,,,,,,Photovoltaic,0,,,,,
37.5,M07GTG_1-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,1,,,,,,,Fossil Gas,0,,,,,
37.5,M08GTG_2-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,2,,,,,,,Fossil Gas,0,,,,,
37.5,M09GTG_3-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,3,,,,,,,Fossil Gas,0,,,,,
37.5,M10GTG_4-37.5MW,CY,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,4,,,,,,,Fossil Gas,0,,,,,
60.0,D1STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,5,,,,,,,Fossil Gas,0,,,,,
60.0,D2STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,6,,,,,,,Fossil Gas,0,,,,,
60.0,D3STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,7,,,,,,,Fossil Gas,0,,,,,
60.0,D4STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,8,,,,,,,Fossil Gas,0,,,,,
60.0,D5STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,9,,,,,,,Fossil Gas,0,,,,,
60.0,D6STG-60MW,CY,STUR,OIL,0.316,,,0.025,0.0333,10000.0,30.0,0.0,0.4833,0.2867,0.0,0.0,,,,,,,10,,,,,,,Fossil Gas,0,,,,,
17.48,DICE1-17.48MW,CY,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,,,,,,11,,,,,,,Internal Combustion Engine,0,,,,,
17.48,DICE2-17.48MW,CY,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,,,,,,12,,,,,,,Internal Combustion Engine,0,,,,,
17.48,DICE3-17.48MW,CY,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,,,,,,,13,,,,,,,Internal Combustion Engine,0,,,,,
17.07,DICE4-17.07MW,CY,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,85.0,0.0,0.8787,0.4063,0.0,0.0,,,,,,,14,,,,,,,Internal Combustion Engine,0,,,,,
17.07,DICE5-17.07MW,CY,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,85.0,0.0,0.8787,0.4063,0.0,0.0,,,,,,,15,,,,,,,Internal Combustion Engine,0,,,,,
17.07,DICE6-17.07MW,CY,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,85.0,0.0,0.8787,0.4063,0.0,0.0,,,,,,,16,,,,,,,Internal Combustion Engine,0,,,,,
130.0,V1STG1-130MW,CY,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,60.0,0.0,0.4435,0.3676,0.0,0.0,,,,,,,17,,,,,,,Fossil Gas,0,,,,,
130.0,V2STG1-130MW,CY,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,60.0,0.0,0.4435,0.3676,0.0,0.0,,,,,,,18,,,,,,,Fossil Gas,0,,,,,
130.0,V3STG1-130MW,CY,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,60.0,0.0,0.4435,0.3676,0.0,0.0,,,,,,,19,,,,,,,Fossil Gas,0,,,,,
37.5,V-GTG-37.5MW,CY,GTUR,OIL,0.306,,,0.1333,0.1333,2500.0,240.0,0.0,0.106,0.1522,0.0,0.0,,,,,,,20,,,,,,,Fossil Gas,0,,,,,
216.0,Vasilikos CCCP1,CY,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,870.0,0.0,0.272727273,0.4793,0.0,0.0,p2h,0.0,800.0,0.03,,,21,,,,0.25,100.0,,Fossil Gas,0,,,,,
216.0,Vasilikos CCCP2,CY,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,870.0,0.0,0.272727273,0.4793,0.0,0.0,Extraction,1.0,800.0,0.03,,,22,,,,0.18,,,Fossil Gas,0,,,,,
147.0,DispaSET WindOn_CY,CY,WTON,WIN,1.0,0.0,0.0,0.108086469,0.108086469,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,23,,,,,,,Wind Onshore,0,,,,,
61.0,DispaSET PHOT_CY,CY,PHOT,SUN,1.0,0.0,0.0,0.304774805,0.304774805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,24,,,,,,,Photovoltaic,0,,,,,
26.0,HR_STUR_BIO,HR,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,,,,,,,HR_STUR_BIO,120,12.5,1.0,,,,,,,,,,
