Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption
,Zandvliet Power,384.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0290885417,0.0290885417,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
,ESCH-SUR-ALZETTE STEG,376.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0297074468,0.0297074468,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
,RINGVAART STEG,357.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0312885154,0.0312885154,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
,SAINT-GHISLAIN STEG,350.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0319142857,0.0319142857,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
,Zelzate 2 Knippegroen,315.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0354603175,0.0354603175,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
,RODENHUIZE 4,268.0,1.0,BE,,,STUR,BIO,0.45,8.0,6.0,0.0186567164,0.0186567164,2000.0,,0.0,0.2,0.45,0.0,0.0,,,,,,,,,,,,,,
,LANGERLO 1,235.0,1.0,BE,,,STUR,HRD,0.395,8.0,6.0,0.0212765957,0.0212765957,117242.17,,0.0,0.3,0.395,0.0,0.95,,,,,,,,,,,,,,
,LANGERLO 2,235.0,1.0,BE,,,STUR,HRD,0.395,8.0,6.0,0.0212765957,0.0212765957,117242.17,,0.0,0.3,0.395,0.0,0.95,,,,,,,,,,,,,,
,Northwind,214.0,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.6542056075,0.6542056075,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Thorntonbank - C-Power - Area SW,178.0,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.7865168539,0.7865168539,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Belwind Phase 1,171.0,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.8187134503,0.8187134503,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Thorntonbank - C-Power - Area NE,150.0,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.9333333333,0.9333333333,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,PLATE TAILLE T,144.0,1.0,BE,,,HPHS,WAT,0.86,0.0,0.0,2.0833333333,2.0833333333,0.0,,0.0,0.0,0.86,0.0,0.0,,,,,,,,,648.0,0.0,144.0,0.86,,
,Scheldelaan Exxonmobil,140.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0797857143,0.0797857143,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
,INESCO WKK,138.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.080942029,0.080942029,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
,DispaSET PHOT_BE,2953.0,1.0,BE,,,PHOT,SUN,1.0,0.0,0.0,0.3047748053,0.3047748053,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET WindOn_BE,1249.0,1.0,BE,,,WTON,WIN,1.0,0.0,0.0,0.1080864692,0.1080864692,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET FossilGas_BE1,1412.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0079107649,0.0079107649,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
,DispaSET Biomass_BE,448.0,1.0,BE,,,STUR,BIO,0.45,8.0,6.0,0.0111607143,0.0111607143,2000.0,,0.0,0.2,0.45,0.0,0.0,,,,,,,,,,,,,,
,DispaSET FossilGas_BE2,500.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_BE3,500.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,
BE_STUR_BIO,BE_STUR_BIO,177.3825,4.0,BE,,,STUR,BIO,0.46,4.0,6.0,0.02,0.02,,12.5,1.3,0.35,0.35,1.0,0.0,back-pressure,1.0,0.0,177.3825,,,,,,,,,,
BE_COMC_GAS,BE_COMC_GAS,419.3196257,10.0,BE,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
BE_GTUR_GAS,BE_GTUR_GAS,62.14423604,18.0,BE,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
BE_STUR_HRD,BE_STUR_HRD,121.6621253,1.0,BE,,,STUR,HRD,0.46,8.0,8.0,0.017777778,0.017777778,,0.0,0.0,0.3,0.46,2.0,0.81,,,,,,,,,,,,,,
BE_STUR_NUC,BE_STUR_NUC,986.5,6.0,BE,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,
BE_PHOT_SUN,BE_PHOT_SUN,3087.0,1.0,BE,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
BE_HPHS_WAT,BE_HPHS_WAT,1308.0,1.0,BE,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,6000.0,0.0,1308.0,0.8,,
BE_WTOF_WIN,BE_WTOF_WIN,712.2,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
BE_WTON_WIN,BE_WTON_WIN,1580.0,1.0,BE,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
BE_STUR_WST,BE_STUR_WST,42.70363094,4.0,BE,,,STUR,WST,0.2,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,0.2,0.0,0.0,,,,,,,,,,,,,,
BG_STUR_BIO,BG_STUR_BIO,47.0,1.0,BG,,,STUR,BIO,0.35,4.0,6.0,0.02,0.02,,,0.0,0.5,0.35,,0.0,,,,,,,,,,,,,,
BG_COMC_GAS,BG_COMC_GAS,53.95920986,1.0,BG,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,
BG_GTUR_GAS,BG_GTUR_GAS,54.49880195,1.0,BG,,,GTUR,GAS,0.425,0.0,0.0,0.166666667,0.166666667,,0.0,0.0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
BG_STUR_GAS,BG_STUR_GAS,110.8861763,4.0,BG,,,STUR,GAS,0.38,0.0,0.0,0.02,0.02,,0.0,0.0,0.4,0.38,0.0,0.0,,,,,,,,,,,,,,
BG_STUR_LIG,BG_STUR_LIG,697.4285714,7.0,BG,,,STUR,LIG,0.393,8.0,8.0,0.01520979,0.017482517,,12.56164384,0.0,0.389,0.4075,5.0,1.05,,,,,,,,,,,,,,
BG_STUR_NUC,BG_STUR_NUC,1000.0,2.0,BG,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,
BG_PHOT_SUN,BG_PHOT_SUN,1043.0,1.0,BG,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
BG_HPHS_WAT,BG_HPHS_WAT,2943.0,1.0,BG,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,2240914.0,0.0,1399.0,0.8,,
BG_WTON_WIN,BG_WTON_WIN,701.0,1.0,BG,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,Gde-Dixence (GD),1926.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,0.046728972,0.046728972,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,2008818.0,0.0,0.0,0.86,,
,KKL - KernKW Leibstadt AG,1245.0,,CH,,,STUR,NUC,0.405,24.0,24.0,0.0027550201,0.0027550201,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,Kernkraftwerk Gasgen,1020.0,,CH,,,STUR,NUC,0.405,24.0,24.0,0.0033627451,0.0033627451,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,KW Oberhasli AG (KWO),986.0,,CH,,,HPHS,WAT,0.86,0.0,0.0,0.3042596349,0.3042596349,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,259318.0,0.0,986.0,0.86,,
,KLL - KW Linth-Limmern AG,732.0,,CH,,,HPHS,WAT,0.86,0.0,0.0,0.4098360656,0.4098360656,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,192516.0,0.0,732.0,0.86,,
,KKB - KernKW Beznau,730.0,,CH,,,STUR,NUC,0.405,24.0,24.0,0.0046986301,0.0046986301,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,KHR - KW Hinterrhein AG,640.0,,CH,,,HPHS,WAT,0.86,0.0,0.0,0.46875,0.46875,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,168320.0,0.0,640.0,0.86,,
,Maggia (OFIMA),547.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,570521.0,0.0,0.0,0.86,,
,Kraftwerke Mauvoisin AG,421.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,0.2137767221,0.2137767221,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,439103.0,0.0,0.0,0.86,,
,Emosson (ESA),420.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,0.2142857143,0.2142857143,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,438060.0,0.0,0.0,0.86,,
,EKW - Engadiner KW AG,416.0,,CH,,,HPHS,WAT,0.86,0.0,0.0,0.7211538462,0.7211538462,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,109408.0,0.0,416.0,0.86,,
,KSL - KW Sarganserland AG,383.0,,CH,,,HPHS,WAT,0.86,0.0,0.0,0.7832898172,0.7832898172,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,100729.0,0.0,383.0,0.86,,
,KKW Mahleberg (KKM),380.0,,CH,,,STUR,NUC,0.405,24.0,24.0,0.0090263158,0.0090263158,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,
,Electra-Massa (EM),340.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,0.2647058824,0.2647058824,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,354620.0,0.0,0.0,0.86,,
,KVR - KW Vorderrhein AG,335.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,0.2686567164,0.2686567164,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,349405.0,0.0,0.0,0.86,,
,Blenio (OFIBLE),306.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,0.2941176471,0.2941176471,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,319158.0,0.0,0.0,0.86,,
,KWM - KW Mattmark AG,259.0,,CH,,,HPHS,WAT,0.86,0.0,0.0,1.1583011583,1.1583011583,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,68117.0,0.0,259.0,0.86,,
,KWZ - KW Zervreila AG,258.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,0.3488372093,0.3488372093,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,269094.0,0.0,0.0,0.86,,
,Hongrin-Laman (FMHL),240.0,,CH,,,HPHS,WAT,0.86,0.0,0.0,1.25,1.25,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,63120.0,0.0,240.0,0.86,,
,AET Leventina,226.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,0.3982300885,0.3982300885,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,235718.0,0.0,0.0,0.86,,
,AKW - AG KW W??gital,108.0,,CH,,,HPHS,WAT,0.86,0.0,0.0,2.7777777778,2.7777777778,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,28404.0,0.0,108.0,0.86,,
,KW Rheinfelden CH,100.0,,CH,,,HROR,WAT,1.0,0.0,0.0,2.2,2.2,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,DispaSET PHOT_CH,1057.0,,CH,,,PHOT,SUN,1.0,0.0,0.0,0.8514664144,0.8514664144,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET WindOn_CH,75.0,,CH,,,WTON,WIN,1.0,0.0,0.0,1.8,1.8,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
,DispaSET HydroRiver_CH,3000.0,,CH,,,HROR,WAT,1.0,0.0,0.0,2.4444444444,2.4444444444,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,
,DispaSET HydroRes_CH,1600.0,,CH,,,HDAM,WAT,0.85,0.0,0.0,3.9130434783,3.9130434783,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,1668800.0,0.0,0.0,0.86,,
,DispaSET FossilGas_CH,1000.0,,CH,,,COMC,GAS,0.525,5.0,1.0,0.01117,0.01117,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_CH,1000.0,,CH,,,COMC,GAS,0.525,5.0,1.0,0.01117,0.01117,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_CH,500.0,,CH,,,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_CH,500.0,,CH,,,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_CH,500.0,,CH,,,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_CH,500.0,,CH,,,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
,DispaSET FossilGas_CH,500.0,,CH,,,COMC,GAS,0.525,5.0,1.0,0.02234,0.02234,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,
CH_STUR_NUC,CH_STUR_NUC,843.7500000000001,4.0,CH,,,STUR,NUC,1.0,24.0,24.0,0.0033333333333333,0.0033333333333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,
CH_PHOT_SUN,CH_PHOT_SUN,1394.0,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
CH_HPHS_WAT,CH_HPHS_WAT,8979.8,1.0,CH,,,HPHS,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,5732197.1,0.0,4178.0,0.8,,
1,M07GTG_1-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
2,M08GTG_2-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
3,M09GTG_3-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
4,M10GTG_4-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
5,D1STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
6,D2STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
7,D3STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
8,D4STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
9,D5STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
10,D6STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
11,DICE1-17.48MW,17.48,,CY,,,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,
12,DICE2-17.48MW,17.48,,CY,,,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,
13,DICE3-17.48MW,17.48,,CY,,,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,
14,DICE4-17.07MW,17.07,,CY,,,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,,,,,,,,
15,DICE5-17.07MW,17.07,,CY,,,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,,,,,,,,
16,DICE6-17.07MW,17.07,,CY,,,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,,,,,,,,
17,V1STG1-130MW,130.0,,CY,,,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,,,,,,,,
18,V2STG1-130MW,130.0,,CY,,,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,,,,,,,,
19,V3STG1-130MW,130.0,,CY,,,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,,,,,,,,
20,V-GTG-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.1333,0.1333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
21,Vasilikos CCCP1,216.0,,CY,,,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,,0.0,0.272727273,0.4793,0.0,0.0,,,,,,,,,,,,,,
22,Vasilikos CCCP2,216.0,,CY,,,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,,0.0,0.272727273,0.4793,0.0,0.0,,,,,,,,,,,,,,
23,DispaSET WindOn_CY,147.0,,CY,,,WTON,WIN,1.0,0.0,0.0,0.1080864692,0.1080864692,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
24,DispaSET PHOT_CY,61.0,,BE,,,PHOT,SUN,1.0,0.0,0.0,0.3047748053,0.3047748053,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
1,M07GTG_1-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
2,M08GTG_2-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
3,M09GTG_3-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
4,M10GTG_4-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
5,D1STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
6,D2STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
7,D3STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
8,D4STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
9,D5STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
10,D6STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
11,DICE1-17.48MW,17.48,,CY,,,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,
12,DICE2-17.48MW,17.48,,CY,,,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,
13,DICE3-17.48MW,17.48,,CY,,,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,
14,DICE4-17.07MW,17.07,,CY,,,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,,,,,,,,
15,DICE5-17.07MW,17.07,,CY,,,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,,,,,,,,
16,DICE6-17.07MW,17.07,,CY,,,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,,,,,,,,
17,V1STG1-130MW,130.0,,CY,,,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,,,,,,,,
18,V2STG1-130MW,130.0,,CY,,,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,,,,,,,,
19,V3STG1-130MW,130.0,,CY,,,STUR,OIL,0.4012,,,0.0277,0.0277,20000.0,,0.0,0.4435,0.3676,0.0,0.0,,,,,,,,,,,,,,
20,V-GTG-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.1333,0.1333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
21,Vasilikos CCCP1,216.0,,CY,,,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,,0.0,0.272727273,0.4793,0.0,0.0,,,,,,,,,,,,,,
22,Vasilikos CCCP2,216.0,,CY,,,COMC,OIL,0.4868,6.0,,0.027272727,0.027272727,17500.0,,0.0,0.272727273,0.4793,0.0,0.0,Extraction,1.0,0.18,150.0,,,,,1500.0,0.03,,,,
23,DispaSET WindOn_CY,147.0,,CY,,,WTON,WIN,1.0,0.0,0.0,0.1080864692,0.1080864692,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
24,DispaSET PHOT_CY,61.0,,CY,,,PHOT,SUN,1.0,0.0,0.0,0.3047748053,0.3047748053,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
1,M07GTG_1-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
2,M08GTG_2-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
3,M09GTG_3-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
4,M10GTG_4-37.5MW,37.5,,CY,,,GTUR,OIL,0.306,,,0.13333,0.13333,2500.0,,0.0,0.106,0.1522,0.0,0.0,,,,,,,,,,,,,,
5,D1STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
6,D2STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
7,D3STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
8,D4STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
9,D5STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
10,D6STG-60MW,60.0,,CY,,,STUR,OIL,0.316,,,0.025,0.0333,10000.0,,0.0,0.4833,0.2867,0.0,0.0,,,,,,,,,,,,,,
11,DICE1-17.48MW,17.48,,CY,,,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,
12,DICE2-17.48MW,17.48,,CY,,,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,
13,DICE3-17.48MW,17.48,,CY,,,ICEN,OIL,0.421,,,0.0572,0.0572,1200.0,,0.0,0.8581,0.4063,0.0,0.0,,,,,,,,,,,,,,
14,DICE4-17.07MW,17.07,,CY,,,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,,,,,,,,
15,DICE5-17.07MW,17.07,,CY,,,ICEN,OIL,0.421,,,0.0586,0.0586,600.0,,0.0,0.8787,0.4063,0.0,0.0,,,,,,,,,,,,,,
