index,AL -> EL,BA -> HR,BG -> RS,BG -> TR,BG -> MK,BY -> LT,EE -> RU,EL -> TR,EL -> MK,EL -> AL,FI -> RU,HR -> BA,HR -> RS,HU -> RS,IT -> MT,LT -> BY,LV -> RU,MK -> EL,MK -> BG,MT -> IT,RO -> RS,RU -> LV,RU -> FI,RU -> EE,RS -> RO,RS -> HU,RS -> BG,RS -> HR,TR -> EL,TR -> BG
2016-03-12 14:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 14:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 15:00:00+00:00,467.0,294.0,0.0,441.0,87.0,565.0,311.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,424.0,0.0,0.0,0.0,81.0,1288.0,0.0,213.0,247.0,182.0,90.0,33.0,0.0
2016-03-12 15:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 15:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 15:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 16:00:00+00:00,446.0,252.0,0.0,438.0,103.0,585.0,292.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,455.0,0.0,0.0,0.0,61.0,1313.0,0.0,253.0,231.0,177.0,36.0,31.0,0.0
2016-03-12 16:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 16:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 16:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 17:00:00+00:00,449.0,263.0,0.0,386.0,129.0,635.0,280.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,447.0,0.0,0.0,0.0,49.0,1311.0,0.0,229.0,250.0,128.0,42.0,40.0,0.0
2016-03-12 17:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 17:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 17:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 18:00:00+00:00,446.0,309.0,0.0,419.0,150.0,604.0,295.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,462.0,0.0,0.0,0.0,53.0,1281.0,0.0,183.0,238.0,99.0,54.0,24.0,0.0
2016-03-12 18:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 18:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 18:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 19:00:00+00:00,428.0,315.0,0.0,426.0,128.0,575.0,317.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,445.0,0.0,0.0,0.0,78.0,1292.0,0.0,167.0,242.0,105.0,62.0,54.0,0.0
2016-03-12 19:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 19:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 20:00:00+00:00,431.0,340.0,0.0,422.0,114.0,402.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,389.0,0.0,0.0,0.0,49.0,1313.0,0.0,88.0,216.0,102.0,95.0,80.0,0.0
2016-03-12 20:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 20:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 20:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 21:00:00+00:00,414.0,548.0,0.0,418.0,150.0,446.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,402.0,0.0,0.0,0.0,48.0,1321.0,0.0,9.0,246.0,52.0,171.0,105.0,0.0
2016-03-12 21:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 21:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 21:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 22:00:00+00:00,416.0,573.0,0.0,421.0,154.0,432.0,507.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,434.0,0.0,0.0,0.0,51.0,1315.0,0.0,15.0,229.0,55.0,184.0,69.0,0.0
2016-03-12 22:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 22:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 22:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 23:00:00+00:00,393.0,641.0,0.0,389.0,162.0,340.0,486.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,495.0,0.0,0.0,25.0,56.0,1300.0,0.0,0.0,200.0,45.0,188.0,91.0,0.0
2016-03-12 23:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 23:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12 23:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 00:00:00+00:00,372.0,769.0,0.0,325.0,154.0,325.0,480.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,473.0,0.0,0.0,47.0,68.0,1334.0,0.0,0.0,235.0,38.0,233.0,103.0,0.0
2016-03-13 00:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 00:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 00:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 01:00:00+00:00,353.0,903.0,0.0,316.0,150.0,366.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,444.0,0.0,0.0,69.0,69.0,1315.0,0.0,0.0,295.0,34.0,287.0,107.0,0.0
2016-03-13 01:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 01:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 01:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 02:00:00+00:00,360.0,952.0,0.0,292.0,150.0,381.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,467.0,0.0,0.0,119.0,72.0,1313.0,0.0,0.0,355.0,39.0,326.0,106.0,0.0
2016-03-13 02:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 02:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 02:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 03:00:00+00:00,361.0,928.0,0.0,365.0,143.0,379.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,487.0,0.0,0.0,114.0,75.0,1305.0,0.0,0.0,382.0,47.0,332.0,74.0,0.0
2016-03-13 03:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 03:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 03:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 04:00:00+00:00,347.0,935.0,0.0,386.0,166.0,337.0,441.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,485.0,0.0,0.0,106.0,80.0,1273.0,0.0,0.0,366.0,24.0,332.0,66.0,0.0
2016-03-13 04:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 04:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 04:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 05:00:00+00:00,344.0,906.0,0.0,419.0,192.0,317.0,406.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,540.0,0.0,0.0,112.0,87.0,1271.0,0.0,0.0,346.0,17.0,317.0,43.0,0.0
2016-03-13 05:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 05:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 05:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 06:00:00+00:00,306.0,845.0,41.0,369.0,207.0,350.0,418.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,475.0,0.0,0.0,165.0,59.0,1285.0,0.0,0.0,330.0,0.0,330.0,89.0,0.0
2016-03-13 06:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 06:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 06:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 07:00:00+00:00,331.0,670.0,23.0,469.0,215.0,464.0,371.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,466.0,0.0,0.0,169.0,49.0,1317.0,0.0,0.0,295.0,0.0,294.0,61.0,0.0
2016-03-13 07:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 07:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 07:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 08:00:00+00:00,318.0,623.0,35.0,541.0,213.0,486.0,373.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,416.0,0.0,0.0,171.0,48.0,1318.0,0.0,0.0,270.0,0.0,292.0,71.0,0.0
2016-03-13 08:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 08:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 08:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 09:00:00+00:00,339.0,576.0,5.0,615.0,182.0,465.0,395.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,379.0,0.0,0.0,162.0,47.0,1288.0,0.0,0.0,268.0,0.0,287.0,16.0,0.0
2016-03-13 09:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 09:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 09:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 10:00:00+00:00,342.0,671.0,44.0,508.0,209.0,463.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,405.0,0.0,0.0,184.0,44.0,1304.0,0.0,0.0,283.0,0.0,318.0,88.0,0.0
2016-03-13 10:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 10:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 10:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 11:00:00+00:00,338.0,711.0,39.0,486.0,207.0,455.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,436.0,0.0,0.0,192.0,49.0,1295.0,0.0,0.0,284.0,0.0,320.0,98.0,0.0
2016-03-13 11:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 11:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 11:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 12:00:00+00:00,331.0,647.0,37.0,501.0,206.0,431.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,434.0,0.0,0.0,191.0,59.0,1293.0,0.0,0.0,266.0,0.0,281.0,89.0,0.0
2016-03-13 12:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 12:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 12:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 13:00:00+00:00,334.0,650.0,34.0,489.0,202.0,412.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,435.0,0.0,0.0,150.0,64.0,1318.0,0.0,0.0,311.0,0.0,285.0,100.0,0.0
2016-03-13 13:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 13:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 13:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 14:00:00+00:00,333.0,585.0,8.0,455.0,182.0,404.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,420.0,0.0,0.0,98.0,66.0,1311.0,0.0,0.0,315.0,0.0,260.0,96.0,0.0
2016-03-13 14:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 14:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 15:00:00+00:00,361.0,449.0,0.0,444.0,176.0,425.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,448.0,0.0,0.0,40.0,63.0,1280.0,0.0,0.0,252.0,35.0,190.0,75.0,0.0
2016-03-13 15:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 15:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 15:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 16:00:00+00:00,357.0,259.0,0.0,445.0,190.0,460.0,424.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,494.0,0.0,0.0,0.0,39.0,1268.0,0.0,29.0,191.0,60.0,92.0,47.0,0.0
2016-03-13 16:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 16:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 16:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 17:00:00+00:00,354.0,321.0,0.0,393.0,207.0,518.0,424.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,459.0,0.0,0.0,0.0,39.0,1299.0,0.0,34.0,216.0,25.0,100.0,71.0,0.0
2016-03-13 17:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 17:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 17:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 18:00:00+00:00,331.0,426.0,39.0,457.0,237.0,518.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,452.0,0.0,0.0,27.0,46.0,1277.0,0.0,0.0,249.0,0.0,143.0,82.0,0.0
2016-03-13 18:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 18:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 18:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 19:00:00+00:00,270.0,642.0,99.0,469.0,244.0,516.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,388.0,0.0,0.0,108.0,49.0,1270.0,0.0,0.0,284.0,0.0,228.0,168.0,0.0
2016-03-13 19:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 19:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 20:00:00+00:00,278.0,818.0,145.0,549.0,259.0,410.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,360.0,0.0,0.0,207.0,35.0,1287.0,0.0,0.0,307.0,0.0,308.0,193.0,0.0
2016-03-13 20:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 20:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 20:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 21:00:00+00:00,273.0,981.0,184.0,518.0,274.0,410.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,359.0,0.0,0.0,189.0,46.0,1293.0,0.0,0.0,336.0,0.0,357.0,231.0,0.0
2016-03-13 21:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 21:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 21:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 22:00:00+00:00,284.0,978.0,165.0,542.0,258.0,409.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,385.0,0.0,0.0,186.0,52.0,1289.0,0.0,0.0,318.0,0.0,357.0,227.0,0.0
2016-03-13 22:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 22:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 22:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 23:00:00+00:00,260.0,1098.0,175.0,492.0,233.0,278.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,399.0,0.0,0.0,234.0,35.0,1323.0,0.0,0.0,291.0,0.0,355.0,264.0,0.0
2016-03-13 23:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 23:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13 23:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 00:00:00+00:00,259.0,1085.0,152.0,474.0,220.0,380.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,393.0,0.0,0.0,214.0,92.0,1320.0,0.0,0.0,313.0,0.0,358.0,266.0,0.0
2016-03-14 00:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 00:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 00:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 01:00:00+00:00,290.0,1024.0,103.0,460.0,186.0,334.0,554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,412.0,0.0,0.0,212.0,92.0,1270.0,0.0,0.0,330.0,0.0,333.0,234.0,0.0
2016-03-14 01:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 01:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 01:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 02:00:00+00:00,267.0,1069.0,104.0,418.0,178.0,262.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,418.0,0.0,0.0,230.0,120.0,663.0,0.0,0.0,344.0,0.0,346.0,257.0,0.0
2016-03-14 02:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 02:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 02:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 03:00:00+00:00,242.0,1064.0,104.0,424.0,169.0,101.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,384.0,0.0,0.0,226.0,98.0,109.0,0.0,0.0,343.0,0.0,343.0,241.0,0.0
2016-03-14 03:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 03:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 03:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 04:00:00+00:00,235.0,1075.0,120.0,482.0,210.0,0.0,177.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,151.0,29.0,0.0,394.0,0.0,0.0,177.0,7.0,0.0,0.0,0.0,346.0,0.0,354.0,233.0,0.0
2016-03-14 04:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 04:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 04:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 05:00:00+00:00,221.0,983.0,117.0,582.0,210.0,98.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,2.0,389.0,0.0,0.0,130.0,0.0,8.0,0.0,0.0,357.0,0.0,354.0,199.0,0.0
2016-03-14 05:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 05:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 05:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 06:00:00+00:00,233.0,1093.0,108.0,674.0,194.0,152.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,323.0,0.0,0.0,121.0,3.0,75.0,0.0,0.0,350.0,0.0,370.0,142.0,0.0
2016-03-14 06:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 06:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 06:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 07:00:00+00:00,213.0,1010.0,108.0,722.0,192.0,149.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,263.0,0.0,0.0,129.0,11.0,80.0,0.0,0.0,310.0,0.0,357.0,102.0,0.0
2016-03-14 07:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 07:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 07:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 08:00:00+00:00,209.0,946.0,105.0,730.0,190.0,124.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,269.0,0.0,0.0,123.0,71.0,82.0,0.0,0.0,285.0,0.0,346.0,94.0,0.0
2016-03-14 08:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 08:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 08:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 09:00:00+00:00,189.0,816.0,127.0,712.0,211.0,88.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,279.0,0.0,0.0,148.0,96.0,82.0,0.0,0.0,254.0,0.0,313.0,109.0,0.0
2016-03-14 09:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 09:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 09:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 10:00:00+00:00,191.0,815.0,141.0,615.0,231.0,102.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,309.0,0.0,0.0,159.0,108.0,82.0,0.0,0.0,259.0,0.0,319.0,174.0,0.0
2016-03-14 10:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 10:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 10:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 11:00:00+00:00,204.0,791.0,111.0,615.0,212.0,68.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,307.0,0.0,0.0,117.0,103.0,83.0,0.0,0.0,258.0,0.0,297.0,138.0,0.0
2016-03-14 11:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 11:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 11:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 12:00:00+00:00,175.0,804.0,123.0,656.0,205.0,114.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,267.0,0.0,0.0,123.0,115.0,81.0,0.0,0.0,272.0,0.0,309.0,111.0,0.0
2016-03-14 12:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 12:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 12:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 13:00:00+00:00,189.0,807.0,112.0,659.0,201.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,296.0,0.0,0.0,103.0,121.0,83.0,3.0,0.0,279.0,0.0,302.0,123.0,0.0
2016-03-14 13:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 13:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 13:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 14:00:00+00:00,190.0,849.0,129.0,665.0,213.0,130.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,295.0,0.0,0.0,102.0,126.0,82.0,0.0,0.0,308.0,0.0,320.0,117.0,0.0
2016-03-14 14:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 14:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 15:00:00+00:00,226.0,791.0,97.0,656.0,210.0,107.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,328.0,0.0,0.0,50.0,132.0,82.0,0.0,0.0,303.0,0.0,292.0,62.0,0.0
2016-03-14 15:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14 15:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
