Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption
,Vorarlberger Illwerke AG,1824,,DE,,,HPHS,WAT,0.86,0,0,0.1644736842,0.1644736842,0,,0,0,0.86,0.3,0,,,,,,,,,11491.2,0,1824,0.86,,
,Kernkraftwerk Philippsburg,1402,,DE,,,STUR,NUC,0.405,24,24,0.002446505,0.002446505,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,Rheinhafen-Dampfkraftwerk Karlsruhe,1347,,DE,,,STUR,HRD,0.395,8,6,0.0037119525,0.0037119525,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Kernkraftwerk Neckarwestheim,1310,,DE,,,STUR,NUC,0.405,24,24,0.0026183206,0.0026183206,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,HKW Altbach/Deizisau,1022,,DE,,,STUR,HRD,0.395,8,6,0.0048923679,0.0048923679,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Heizkraftwerk Heilbronn,778,,DE,,,STUR,HRD,0.395,8,6,0.0064267352,0.0064267352,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Schluchseewerk AG 1,455,,DE,,,HPHS,WAT,0.86,0,0,0.6593406593,0.6593406593,0,,0,0,0.86,0.3,0,,,,,,,,,2866.5,0,455,0.86,,
,Rheinhafen-Dampfkraftwerk Karlsruhe 2,353,,DE,,,COMC,GAS,0.525,5,1,0.0316430595,0.0316430595,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Schluchseewerk AG 2,235,,DE,,,HPHS,WAT,0.86,0,0,1.2765957447,1.2765957447,0,,0,0,0.86,0.3,0,,,,,,,,,1480.5,0,235,0.86,,
,Schluchseewerk AG 3,180,,DE,,,HPHS,WAT,0.86,0,0,1.6666666667,1.6666666667,0,,0,0,0.86,0.3,0,,,,,,,,,1134,0,180,0.86,,
,Heizkraftwerk Stuttgart-Manster,178,,DE,,,STUR,WST,0.465,7.335,7.335,1.8134831461,1.8134831461,0,,0,0.3,0.465,0,0,,,,,,,,,,,,,,
,Rheinkraftwerk Iffezheim,146,,DE,,,HROR,WAT,1,0,0,1.5068493151,1.5068493151,0,,0,0,1,0.3,0,,,,,,,,,,,,,,
,Kraftwerk Walheim,136,,DE,,,STUR,OIL,0.41,8,6,0.0367647059,0.0367647059,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,KW Laufenburg,106,,DE,,,HROR,WAT,1,0,0,2.0754716981,2.0754716981,0,,0,0,1,0.3,0,,,,,,,,,,,,,,
,KW Rheinfelden DE,100,,DE,,,HROR,WAT,1,0,0,2.2,2.2,0,,0,0,1,0.3,0,,,,,,,,,,,,,,
,Irsching,1811,,DE,,,COMC,GAS,0.525,5,1,0.0061678631,0.0061678631,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Isar 2,1410,,DE,,,STUR,NUC,0.405,24,24,0.0024326241,0.0024326241,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,Brokdorf,1410,,DE,,,STUR,NUC,0.405,24,24,0.0024326241,0.0024326241,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,Grohnde,1360,,DE,,,STUR,NUC,0.405,24,24,0.0025220588,0.0025220588,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,Staudinger,1132,,DE,,,STUR,HRD,0.395,8,6,0.0044169611,0.0044169611,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Heyden,875,,DE,,,STUR,HRD,0.395,8,6,0.0057142857,0.0057142857,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Franken I,823,,DE,,,COMC,GAS,0.525,5,1,0.0135722965,0.0135722965,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Ingolstadt,772,,DE,,,STUR,OIL,0.41,8,6,0.0064766839,0.0064766839,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,Wilhelmshaven,757,,DE,,,STUR,HRD,0.395,8,6,0.0066050198,0.0066050198,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Kraftwerk Wilhelmshaven,720,,DE,,,STUR,HRD,0.395,8,6,0.0069444444,0.0069444444,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,KW Mehrum (KWM),690,,DE,,,STUR,HRD,0.395,8,6,0.0072463768,0.0072463768,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,KW Silz,500,,DE,,,HDAM,WAT,0.85,0,0,0.18,0.18,0,,0,0,0.85,0.3,0,,,,,,,,,295000,0,0,0.86,,
,Waldeck II,480,,DE,,,HPHS,WAT,0.86,0,0,0.625,0.625,0,,0,0,0.86,0.3,0,,,,,,,,,3024,0,480,0.86,,
,Kraftwerk Zolling,472,,DE,,,STUR,HRD,0.395,8,6,0.0105932203,0.0105932203,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,KW Hafen,427,,DE,,,STUR,HRD,0.395,8,6,0.0117096019,0.0117096019,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Sued GuD2,400,,DE,,,COMC,GAS,0.525,5,1,0.027925,0.027925,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Global Tech I,400,,DE,,,WTOF,WIN,1,0,0,0.35,0.35,0,,0,0,1,0,0,,,,,,,,,,,,,,
,Kraftwerk Buschhaus,352,,DE,,,STUR,LIG,0.385,8,6,0.0142045455,0.0142045455,136849.915,,0,0.3,0.385,7,1,,,,,,,,,,,,,,
,Kraftwerk Farge,345,,DE,,,STUR,HRD,0.395,8,6,0.0144927536,0.0144927536,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Nord 2,333,,DE,,,STUR,HRD,0.395,8,6,0.015015015,0.015015015,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Kiel,323,,DE,,,STUR,HRD,0.395,8,6,0.0154798762,0.0154798762,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Huntorf,321,,DE,,,COMC,GAS,0.525,5,1,0.0347975078,0.0347975078,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Borkum Riffgrund I,312,,DE,,,WTOF,WIN,1,0,0,0.4487179487,0.4487179487,0,,0,0,1,0,0,,,,,,,,,,,,,,
,Sued GuD1,298,,DE,,,COMC,GAS,0.525,5,1,0.0374832215,0.0374832215,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,KW Kahtai,289,,DE,,,HPHS,WAT,0.86,0,0,1.0380622837,1.0380622837,0,,0,0,0.86,0.3,0,,,,,,,,,1820.7,0,289,0.86,,
,OWP Butendiek,288,,DE,,,WTOF,WIN,1,0,0,0.4861111111,0.4861111111,0,,0,0,1,0,0,,,,,,,,,,,,,,
,DanTysk,288,,DE,,,WTOF,WIN,1,0,0,0.4861111111,0.4861111111,0,,0,0,1,0,0,,,,,,,,,,,,,,
,Offshore Windpark,288,,DE,,,WTOF,WIN,1,0,0,0.4861111111,0.4861111111,0,,0,0,1,0,0,,,,,,,,,,,,,,
,Amrumbank West,288,,DE,,,WTOF,WIN,1,0,0,0.4861111111,0.4861111111,0,,0,0,1,0,0,,,,,,,,,,,,,,
,HKW West,277,,DE,,,STUR,HRD,0.395,8,6,0.0180505415,0.0180505415,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,GKW Hannover (GKH),272,,DE,,,STUR,HRD,0.395,8,6,0.0183823529,0.0183823529,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,KW Hastedt,267,,DE,,,COMC,GAS,0.525,5,1,0.041835206,0.041835206,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Heizkraftwerk Linden (GKL),230,,DE,,,COMC,GAS,0.525,5,1,0.0485652174,0.0485652174,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,PSW Erzhausen,228,,DE,,,HPHS,WAT,0.86,0,0,1.3157894737,1.3157894737,0,,0,0,0.86,0.3,0,,,,,,,,,1436.4,0,228,0.86,,
,Kraftwerk HKW West,227,,DE,,,STUR,HRD,0.395,8,6,0.0220264317,0.0220264317,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Windpark Trianel Borkum West,200,,DE,,,WTOF,WIN,1,0,0,0.7,0.7,0,,0,0,1,0,0,,,,,,,,,,,,,,
,Gemeinschaftskraftwerk Burghausen,160,,DE,,,COMC,GAS,0.525,5,1,0.0698125,0.0698125,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,KW Mittelsbueren,150,,DE,,,COMC,GAS,0.525,5,1,0.0744666667,0.0744666667,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Windpark Havelland,147,,DE,,,WTON,WIN,1,0,0,0.9183673469,0.9183673469,0,,0,0,1,0,0,,,,,,,,,,,,,,
,HKW Niederrad,124,,DE,,,COMC,GAS,0.525,5,1,0.0900806452,0.0900806452,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,HKW Nord 1,123,,DE,,,STUR,HRD,0.395,8,6,0.0406504065,0.0406504065,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Offshore-Windpark RIFFGAT,113,,DE,,,WTOF,WIN,1,0,0,1.2389380531,1.2389380531,0,,0,0,1,0,0,,,,,,,,,,,,,,
,KW Herrenhausen (KWH),100,,DE,,,COMC,GAS,0.525,5,1,0.1117,0.1117,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Neurath,4179,,DE,,,STUR,LIG,0.385,8,6,0.0011964585,0.0011964585,136849.915,,0,0.3,0.385,7,1,,,,,,,,,,,,,,
,Niederau??em,3366,,DE,,,STUR,LIG,0.385,8,6,0.0014854427,0.0014854427,136849.915,,0,0.3,0.385,7,1,,,,,,,,,,,,,,
,Gundremmingen,2572,,DE,,,STUR,NUC,0.405,24,24,0.0013335925,0.0013335925,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,Weisweiler,2426,,DE,,,STUR,LIG,0.385,8,6,0.0020610058,0.0020610058,136849.915,,0,0.3,0.385,7,1,,,,,,,,,,,,,,
,Gersteinwerk,2005,,DE,,,COMC,GAS,0.525,5,1,0.0055710723,0.0055710723,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Emsland 1,1820,,DE,,,COMC,GAS,0.525,5,1,0.0061373626,0.0061373626,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Kraftwerk Voerde,1390,,DE,,,STUR,HRD,0.395,8,6,0.0035971223,0.0035971223,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Emsland 2,1184,,DE,,,STUR,NUC,0.405,24,24,0.0028969595,0.0028969595,200000,,0,0.9,0.405,72,0,,,,,,,,,,,,,,
,Vianden,1291,,DE,,,HPHS,WAT,0.86,0,0,0.2323780015,0.2323780015,0,,0,0,0.86,0.3,0,,,,,,,,,8133.3,0,1291,0.86,,
,Walsum,1095,,DE,,,STUR,HRD,0.395,8,6,0.00456621,0.00456621,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Westfalen,1014,,DE,,,STUR,HRD,0.395,8,6,0.0049309665,0.0049309665,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Kraftwerk Lausward,995,,DE,,,COMC,GAS,0.525,5,1,0.0112261307,0.0112261307,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Schluchsee,870,,DE,,,HPHS,WAT,0.86,0,0,0.3448275862,0.3448275862,0,,0,0,0.86,0.3,0,,,,,,,,,5481,0,870,0.86,,
,HKW Niehl,866,,DE,,,COMC,GAS,0.525,5,1,0.0128983834,0.0128983834,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,KW Hamm-Uentrop,834,,DE,,,COMC,GAS,0.525,5,1,0.0133932854,0.0133932854,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Ibbenbaren,792,,DE,,,STUR,HRD,0.395,8,6,0.0063131313,0.0063131313,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,KW Mainz-Wiesbaden,785,,DE,,,COMC,GAS,0.525,5,1,0.0142292994,0.0142292994,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Knapsack 1,784,,DE,,,COMC,GAS,0.525,5,1,0.014247449,0.014247449,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,KW Lanen,750,,DE,,,STUR,HRD,0.395,8,6,0.0066666667,0.0066666667,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Herne,740,,DE,,,STUR,HRD,0.395,8,6,0.0067567568,0.0067567568,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Bexbach,726,,DE,,,STUR,HRD,0.395,8,6,0.0068870523,0.0068870523,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Bergkamen,717,,DE,,,STUR,HRD,0.395,8,6,0.0069735007,0.0069735007,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Scholven,690,,DE,,,STUR,HRD,0.395,8,6,0.0072463768,0.0072463768,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Weiher,656,,DE,,,STUR,HRD,0.395,8,6,0.0076219512,0.0076219512,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,GK-West,640,,DE,,,STUR,HRD,0.395,8,6,0.0078125,0.0078125,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,GuD Dormagen,587,,DE,,,COMC,GAS,0.525,5,1,0.0190289608,0.0190289608,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Frimmersdorf,580,,DE,,,STUR,LIG,0.385,8,6,0.0086206897,0.0086206897,136849.915,,0,0.3,0.385,7,1,,,,,,,,,,,,,,
,Luenen,473,,DE,,,STUR,HRD,0.395,8,6,0.0105708245,0.0105708245,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Knapsack 2,426,,DE,,,COMC,GAS,0.525,5,1,0.0262206573,0.0262206573,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,HERDECKE,424,,DE,,,COMC,GAS,0.525,5,1,0.0263443396,0.0263443396,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,GuD Ludwigshafen Mitte,412,,DE,,,COMC,GAS,0.525,5,1,0.0271116505,0.0271116505,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Voelklingen,390,,DE,,,STUR,HRD,0.395,8,6,0.0128205128,0.0128205128,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Kaunertal (TIWAG),39,,DE,,,HDAM,WAT,0.85,0,0,2.3076923077,2.3076923077,0,,0,0,0.85,0.3,0,,,,,,,,,23010,0,0,0.86,,
,Elverlingsen,325,,DE,,,STUR,HRD,0.395,8,6,0.0153846154,0.0153846154,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,RUHRORT-KW,71,,DE,,,STUR,HRD,0.395,8,6,0.0704225352,0.0704225352,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,GuD Ludwigshafen Sad,316,,DE,,,COMC,GAS,0.525,5,1,0.0353481013,0.0353481013,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Ensdorf,310,,DE,,,STUR,HRD,0.395,8,6,0.0161290323,0.0161290323,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,HKW III,278,,DE,,,COMC,GAS,0.525,5,1,0.0401798561,0.0401798561,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Hagen-Kabel,250,,DE,,,COMC,GAS,0.525,5,1,0.04468,0.04468,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Koepchenwerk,153,,DE,,,HPHS,WAT,0.86,0,0,1.9607843137,1.9607843137,0,,0,0,0.86,0.3,0,,,,,,,,,963.9,0,153,0.86,,
,Kraftwerk Ramerbracke,123,,DE,,,COMC,GAS,0.525,5,1,0.0908130081,0.0908130081,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,Kraftwerk Ensdorf,117,,DE,,,STUR,HRD,0.395,8,6,0.0427350427,0.0427350427,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,Frechen/Wachtberg,113,,DE,,,STUR,LIG,0.385,8,6,0.0442477876,0.0442477876,136849.915,,0,0.3,0.385,7,1,,,,,,,,,,,,,,
,HKW Merkenich,110,,DE,,,COMC,GAS,0.525,5,1,0.1015454545,0.1015454545,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,DispaSET PHOT_DE,38994,,DE,,,PHOT,SUN,1,0,0,0.0230804739,0.0230804739,0,,0,0,1,0,0,,,,,,,,,,,,,,
,DispaSET WindOn_DE,39790,,DE,,,WTON,WIN,1,0,0,0.0033928123,0.0033928123,0,,0,0,1,0,0,,,,,,,,,,,,,,
,DispaSET Biomass_DE,6609,,DE,,,STUR,BIO,0.45,8,6,0.0007565441,0.0007565441,2000,,0,0.2,0.45,7,0,,,,,,,,,,,,,,
,DispaSET FossilBrownCoal_DE,1145,,DE,,,STUR,LIG,0.385,8,6,0.0043668122,0.0043668122,136849.915,,0,0.3,0.385,7,1,,,,,,,,,,,,,,
,DispaSET FossilGas_DE,8808,,DE,,,COMC,GAS,0.525,5,1,0.0012681653,0.0012681653,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
,DispaSET FossilHardCoal_DE,4183,,DE,,,STUR,HRD,0.395,8,6,0.0011953144,0.0011953144,117242.17,,0,0.3,0.395,7,0.95,,,,,,,,,,,,,,
,DispaSET FossilOil_DE,1946,,DE,,,STUR,OIL,0.41,8,6,0.0025693731,0.0025693731,35280.965,,0,0.3,0.41,7,0.79,,,,,,,,,,,,,,
,DispaSET HydroRiver_DE,3397,,DE,,,HROR,WAT,1,0,0,0.0647630262,0.0647630262,0,,0,0,1,0.3,0,,,,,,,,,,,,,,
,DispaSET Waste_DE,1403,,DE,,,STUR,WST,0.465,7.335,7.335,0.2300784034,0.2300784034,0,,0,0.3,0.465,0,0,,,,,,,,,,,,,,
,DispaSET FossilGas_DE2,1000,,DE,,,COMC,GAS,0.525,5,1,0.01117,0.01117,112542.12,,0,0.4,0.525,1,0.45,,,,,,,,,,,,,,
DE_STUR_BIO,DE_STUR_BIO,179.6842299,33,DE,,,STUR,BIO,0.46,4,6,0.02,0.02,,12.5,1.3,0.35,0.35,1,0,back-pressure,1,0,179.6842299,,,,,,,,,,
DE_COMC_GAS,DE_COMC_GAS,413.3209324,40,DE,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
DE_GTUR_GAS,DE_GTUR_GAS,63.89669551,56,DE,,,GTUR,GAS,0.425,0,0,0.166666667,0.166666667,,0,0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
DE_STUR_GAS,DE_STUR_GAS,112.9776875,13,DE,,,STUR,GAS,0.38,0,0,0.02,0.02,,0,0,0.4,0.38,0,0,,,,,,,,,,,,,,
DE_STUR_HRD,DE_STUR_HRD,754.4736842,38,DE,,,STUR,HRD,0.46,8,8,0.017777778,0.017777778,,0,0,0.3,0.46,2,0.81,,,,,,,,,,,,,,
DE_STUR_LIG,DE_STUR_LIG,759.137931,29,DE,,,STUR,LIG,0.393,8,8,0.01520979,0.017482517,,12.56164384,0,0.389,0.4075,5,1.05,,,,,,,,,,,,,,
DE_STUR_NUC,DE_STUR_NUC,995.6363636,11,DE,,,STUR,NUC,1,24,24,0.003333333,0.003333333,,0,0,0.5,1,12,0,,,,,,,,,,,,,,
DE_PHOT_SUN,DE_PHOT_SUN,40020,1,DE,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
DE_HROR_WAT,DE_HROR_WAT,3904,1,DE,,,HROR,WAT,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
DE_HPHS_WAT,DE_HPHS_WAT,8567,1,DE,,,HPHS,WAT,0.8,0,0,0.066666667,0.066666667,,0,0,0,1,0,0,,,,,,,,,718728,0,8567,0.8,,
DE_WTOF_WIN,DE_WTOF_WIN,4125,1,DE,,,WTOF,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
DE_WTON_WIN,DE_WTON_WIN,45403,1,DE,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
DE_STUR_WST,DE_STUR_WST,47.26265685,29,DE,,,STUR,WST,0.2,0,0,0.02,0.02,,0,0,0,0.2,0,0,,,,,,,,,,,,,,
DK_STUR_BIO,DK_STUR_BIO,117.8,10,DK,,,STUR,BIO,0.46,4,6,0.02,0.02,,12.5,1.3,0.35,0.35,1,0,back-pressure,1,0,117.8,,,,,,,,,,
DK_COMC_GAS,DK_COMC_GAS,297.0546704,2,DK,,,COMC,GAS,0.57,2,4,0.03,0.03,,0,0,0.36,0.57,1,0.42,,,,,,,,,,,,,,
DK_GTUR_GAS,DK_GTUR_GAS,60.99289894,11,DK,,,GTUR,GAS,0.425,0,0,0.166666667,0.166666667,,0,0,0.2,0.425,0.166666667,0.564705882,,,,,,,,,,,,,,
DK_STUR_GAS,DK_STUR_GAS,112.2555989,13,DK,,,STUR,GAS,0.38,0,0,0.02,0.02,,0,0,0.4,0.38,0,0,,,,,,,,,,,,,,
DK_STUR_HRD,DK_STUR_HRD,692.4285714,7,DK,,,STUR,HRD,0.46,8,8,0.017777778,0.017777778,,0,0,0.3,0.46,2,0.81,,,,,,,,,,,,,,
DK_STUR_OIL,DK_STUR_OIL,350.3333333,3,DK,,,STUR,OIL,0.33,4,4,0.02,0.02,,0,0,0.4,0.33,0,0.799636364,,,,,,,,,,,,,,
DK_PHOT_SUN,DK_PHOT_SUN,851,1,DK,,,PHOT,SUN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
DK_WTOF_WIN,DK_WTOF_WIN,1271,1,DK,,,WTOF,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
DK_WTON_WIN,DK_WTON_WIN,3978,1,DK,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
DK_STUR_WST,DK_STUR_WST,47.23770415,7,DK,,,STUR,WST,0.2,0,0,0.02,0.02,,0,0,0,0.2,0,0,,,,,,,,,,,,,,
EE_STUR_BIO,EE_STUR_BIO,77,1,EE,,,STUR,BIO,0.46,4,6,0.02,0.02,,12.5,1.3,0.35,0.35,1,0,,,,,,,,,,,,,,
EE_ICEN_GAS,EE_ICEN_GAS,10,25,EE,,,ICEN,GAS,0.49,0,0,1,1,,0,0,0.3,0.49,0,0.489795918,,,,,,,,,,,,,,
EE_WTON_WIN,EE_WTON_WIN,375,1,EE,,,WTON,WIN,1,0,0,0.02,0.02,,0,0,0,1,0,0,,,,,,,,,,,,,,
EE_STUR_WST,EE_STUR_WST,20,1,EE,,,STUR,WST,0.2,0,0,0.02,0.02,,0,0,0,0.2,0,0,,,,,,,,,,,,,,
EE_STUR_OTH,EE_STUR_OTH,141.0714286,14,EE,,,STUR,OTH,0.3,4,4,0.02,0.02,,0,0,0.5,0.3,0,0,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 1,274,,EL,,,STUR,LIG,0.3574,6,6,0.010948905,0.01459854,60000,,0,0.547445255,0.3284,6,1.34,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 2,274,,EL,,,STUR,LIG,0.3574,6,6,0.010948905,0.01459854,60000,,0,0.547445255,0.3284,6,1.34,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 3,283,,EL,,,STUR,LIG,0.3588,6,6,0.010600707,0.014134276,60000,,0,0.54770318,0.3297,6,1.34,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 4,283,,EL,,,STUR,LIG,0.3594,6,6,0.010600707,0.014134276,60000,,0,0.54770318,0.3303,6,1.34,,,,,,,,,,,,,,
,AGIOS DIMITRIOS 5,342,,EL,,,STUR,LIG,0.37,6,6,0.00877193,0.011695906,60000,,0,0.549707602,0.34,6,1.34,,,,,,,,,,,,,,
,ALIVERI 5 CC 1,417,,EL,,,COMC,GAS,0.585,2,2,0.032142857,0.032142857,15000,,0,0.436450839,0.43875,2,0.44,,,,,,,,,,,,,,
,AMYNTAIO 2,273,,EL,,,STUR,LIG,0.3591,6,6,0.010989011,0.014652015,60000,,0,0.549450549,0.33,6,1.31,,,,,,,,,,,,,,
,AMYNTAIO 1,273,,EL,,,STUR,LIG,0.3597,6,6,0.010989011,0.014652015,60000,,0,0.549450549,0.3305,6,1.31,,,,,,,,,,,,,,
,KARDIA 1,275,,EL,,,STUR,LIG,0.3517,6,6,0.010909091,0.018181818,60000,,0,0.549090909,0.3232,6,1.32,,,,,,,,,,,,,,
,KARDIA 3,280,,EL,,,STUR,LIG,0.3517,6,6,0.010909091,0.018181818,60000,,0,0.55,0.3232,6,1.32,,,,,,,,,,,,,,
,KARDIA 2,275,,EL,,,STUR,LIG,0.3549,6,6,0.010714286,0.017857143,60000,,0,0.549090909,0.3261,6,1.32,,,,,,,,,,,,,,
,KARDIA 4,280,,EL,,,STUR,LIG,0.3555,6,6,0.010714286,0.017857143,60000,,0,0.55,0.3267,6,1.32,,,,,,,,,,,,,,
,[KOMOTINI-1 GT 1,KOMOTINI-1 GT 2,KOMOTINI-1 SC 1],476,,EL,,,COMC,GAS,0.52,2,2,0.021008403,0.021008403,15000,,0,0.273109244,0.39,2,0.44,,,,,,,,,,,,
,[LAVRIO-IV GT 1,LAVRIO-IV GT 2,LAVRIO-IV GT 3,LAVRIO-IV SC 1],550,,EL,,,COMC,GAS,0.51,2,2,0.021818182,0.021818182,15000,,0,0.170909091,0.3825,2,0.44,,,,,,,,,,,
,LAVRIO-V CC 1,378,,EL,,,COMC,GAS,0.562,2,2,0.027777778,0.027777778,15000,,0,0.582010582,0.4215,2,0.44,,,,,,,,,,,,,,
,MEGALOPOLIS-A NO 3,255,,EL,,,STUR,LIG,0.3517,6,6,0.011764706,0.019607843,60000,,0,0.603921569,0.3232,6,1.49,,,,,,,,,,,,,,
,MEGALOPOLIS-A NO 4,256,,EL,,,STUR,LIG,0.3623,6,6,0.01171875,0.01953125,60000,,0,0.76171875,0.3329,6,1.49,,,,,,,,,,,,,,
,MEGALOPOLIS-A NO 5,845,,EL,,,STUR,LIG,0.38,6,6,0.01171875,0.01953125,60000,,0,0.295857988,0.35,6,1.49,,,,,,,,,,,,,,
,FLORINA 1,289,,EL,,,STUR,LIG,0.3701,6,6,0.010380623,0.01384083,60000,,0,0.522491349,0.3401,6,0.94,,,,,,,,,,,,,,
,PTOLEMAIS 4,274,,EL,,,STUR,LIG,0.3504,6,6,0.010948905,0.016423358,60000,,0,0.547445255,0.322,6,1.31,,,,,,,,,,,,,,
